customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,profit
32,Brien,Heaton,Male,70,1951-11-28,Clinical Specialist,Health,Mass Customer,N,Yes,12.0,8 Novick Trail,2470,NSW,Australia,2,2718.1524712164205
33,Sybilla,MacCart,Female,88,1987-01-15,Paralegal,Financial Services,Mass Customer,N,Yes,7.0,74 Welch Pass,2620,NSW,Australia,7,2718.0954413025015
34,Mikel,McNess,Male,71,1981-09-22,Nurse,,Mass Customer,N,No,9.0,3 Pleasure Drive,4122,QLD,Australia,9,2712.8488940935126
35,Maisie,Maddox,Female,27,1977-05-09,Assistant Manager,Financial Services,Affluent Customer,N,No,20.0,8 Dennis Point,3226,VIC,Australia,9,2690.284938100114
36,Arleen,Casbolt,Female,48,1975-05-10,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,13.0,41042 Lotheville Crossing,4817,QLD,Australia,1,2716.746306647581
37,Farlie,Petford,Male,76,1968-03-25,Recruiting Manager,,High Net Worth,N,No,13.0,2330 Butternut Trail,2017,NSW,Australia,10,2712.1359029391324
38,Mitchell,MacCague,Male,58,1979-04-11,,Manufacturing,Mass Customer,N,No,15.0,240 Acker Avenue,3190,VIC,Australia,8,2700.874808025031
39,Garik,Whitwell,Male,44,1955-06-13,,Property,Mass Customer,N,Yes,13.0,04 Dexter Way,3280,VIC,Australia,2,2711.5001514596793
40,Antonin,Britt,Male,64,1993-08-28,,Manufacturing,Affluent Customer,N,Yes,8.0,011 Northland Trail,2160,NSW,Australia,9,2718.9144105206924
41,Vinny,Incogna,Female,73,1953-02-13,,Health,High Net Worth,N,No,10.0,8 Grayhawk Circle,2756,NSW,Australia,8,2689.4417684932196
42,Colene,Fishleigh,Female,24,1985-03-14,Design Engineer,Financial Services,Mass Customer,N,No,3.0,44 Darwin Lane,3149,VIC,Australia,10,2690.2253488154643
43,Neile,Argent,Female,79,1946-10-25,,Retail,Mass Customer,N,No,8.0,2548 Arrowood Pass,2024,NSW,Australia,10,2696.3738248180553
44,Corinna,Suggey,Female,52,1966-09-18,Design Engineer,,Affluent Customer,N,No,9.0,938 Ilene Road,2761,NSW,Australia,8,2689.9567734126754
45,Brooke,Arling,Male,76,1961-12-05,,,High Net Worth,N,No,6.0,6 Melby Center,3027,VIC,Australia,5,2703.1535189411215
46,Gipsy,Ewestace,Female,29,1956-08-30,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,5.0,08708 Moulton Park,2034,NSW,Australia,12,2694.777988313003
47,Sheena,Kybbye,Female,14,1956-07-16,Paralegal,Financial Services,Affluent Customer,N,Yes,19.0,306 Clemons Junction,4852,QLD,Australia,1,2705.0007250805447
48,Jobina,Gobourn,Female,85,1994-12-04,VP Quality Control,,High Net Worth,N,Yes,14.0,18 Grim Road,4305,QLD,Australia,4,2715.9156368404856
49,Gale,Disbrow,Female,59,1977-05-14,Cost Accountant,Financial Services,Mass Customer,N,Yes,17.0,169 Bashford Drive,3741,VIC,Australia,7,2707.772422724463
50,Thaxter,Kingsbury,Male,12,1950-05-03,Product Engineer,Argiculture,Mass Customer,N,No,20.0,3 Vermont Lane,2067,NSW,Australia,12,2694.164605311753
51,Heinrick,Shilstone,Male,60,1978-02-11,,Manufacturing,Affluent Customer,N,No,10.0,998 Gale Park,3174,VIC,Australia,8,2697.226879016692
52,Taylor,Steuhlmeyer,Male,62,1999-03-22,Paralegal,Financial Services,Affluent Customer,N,Yes,5.0,64 Mcguire Trail,4017,QLD,Australia,8,2723.7074725085895
53,Griswold,Kelsall,Male,55,1993-12-19,Social Worker,Health,High Net Worth,N,Yes,11.0,74127 Blaine Point,3805,VIC,Australia,7,2714.188548010585
54,Odessa,Mc Andrew,Female,97,1981-12-01,,Property,Mass Customer,N,No,8.0,31756 Meadow Valley Lane,2232,NSW,Australia,10,2702.070678821959
55,Lavena,Seekings,Female,87,1995-03-25,Payment Adjustment Coordinator,Retail,Mass Customer,N,No,16.0,293 Mayfield Street,3166,VIC,Australia,10,2698.708166437918
56,Martelle,Tuppeny,Female,52,1981-02-03,Marketing Assistant,Manufacturing,Mass Customer,N,No,9.0,261 Grayhawk Way,2226,NSW,Australia,10,2693.2007686117486
57,Briant,Ladley,Male,75,1979-12-17,Recruiter,Argiculture,Mass Customer,N,No,12.0,2 Schlimgen Terrace,2750,NSW,Australia,8,2708.6025254912756
58,Marylou,Kirkup,Female,51,1972-10-31,VP Product Management,,Mass Customer,N,No,14.0,76733 Sunbrook Terrace,3196,VIC,Australia,9,2689.51272840886
59,Whittaker,,Male,64,1966-07-29,Media Manager III,,Mass Customer,N,Yes,8.0,683 Florence Way,3156,VIC,Australia,5,2711.761751343916
60,Normy,Goodinge,U,5,,Associate Professor,IT,Mass Customer,N,No,4.0,7232 Fulton Parkway,3810,VIC,Australia,5,2675.1497921362907
61,Lorrie,Antonelli,Male,47,1983-02-11,Cost Accountant,Financial Services,High Net Worth,N,Yes,17.0,06936 Bobwhite Circle,2257,NSW,Australia,7,2720.086961687742
62,Jedediah,Kedie,Male,31,1971-12-29,Developer I,Argiculture,Mass Customer,N,Yes,9.0,283 Acker Drive,2763,NSW,Australia,9,2710.419934041153
63,Kaine,Smallcombe,Male,59,1942-02-06,Senior Financial Analyst,Financial Services,High Net Worth,N,No,11.0,9 Mosinee Parkway,2072,NSW,Australia,10,2708.913240225474
64,Loise,Iltchev,Female,70,1967-03-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17.0,45 Becker Place,4504,QLD,Australia,6,2711.302070620341
65,Cristen,Maroney,Female,22,1999-11-21,Accountant IV,IT,High Net Worth,N,Yes,7.0,27 Karstens Crossing,4214,QLD,Australia,7,2703.734831298081
66,Dorothy,Barnardo,Female,58,1983-02-01,Human Resources Manager,Retail,High Net Worth,N,No,12.0,9630 Cottonwood Avenue,2168,NSW,Australia,8,2693.750310670542
67,Rosmunda,Duxbarry,Female,69,1996-07-20,Executive Secretary,Property,Affluent Customer,N,Yes,5.0,989 Graedel Terrace,4208,QLD,Australia,11,2709.540002993141
68,Rozamond,Riha,Female,54,1984-10-07,Account Representative I,Manufacturing,Affluent Customer,N,Yes,16.0,76 Bartelt Center,4078,QLD,Australia,7,2708.696122023792
69,Gunner,Petti,Male,62,1999-06-08,Executive Secretary,Financial Services,High Net Worth,N,Yes,3.0,29778 Mendota Drive,4036,QLD,Australia,5,2726.074952782578
70,Vivienne,Crayden,Female,82,1988-09-18,Associate Professor,,High Net Worth,N,Yes,6.0,69 Algoma Center,4173,QLD,Australia,7,2714.8583573660403
71,Sherilyn,Canero,Female,11,1996-08-03,Dental Hygienist,Health,High Net Worth,N,Yes,13.0,8288 Lyons Way,2484,NSW,Australia,7,2699.6895530615216
72,Bessie,Roscow,Female,78,1994-08-04,GIS Technical Architect,Financial Services,Mass Customer,N,No,9.0,4185 Florence Trail,2121,NSW,Australia,10,2705.038053058433
73,Kevina,Ferandez,Female,73,1999-09-21,Assistant Professor,Financial Services,High Net Worth,N,No,15.0,9608 Heffernan Drive,4068,QLD,Australia,9,2708.435932053872
74,Yancy,Clementet,Male,5,1968-02-16,Mechanical Systems Engineer,,High Net Worth,N,No,15.0,9 Union Center,2147,NSW,Australia,9,2693.9780545909134
75,Mabelle,Wellbelove,Female,76,1958-04-21,,Financial Services,Affluent Customer,N,Yes,19.0,800 Emmet Park,2219,NSW,Australia,9,2712.8234716919355
76,Hasheem,Groucock,Male,98,1974-09-17,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,10.0,12351 Spenser Pass,2034,NSW,Australia,12,2720.700515270966
77,Tobias,Woodhams,Male,0,1961-04-15,Research Nurse,Health,Mass Customer,N,No,17.0,4 Valley Edge Plaza,2759,NSW,Australia,9,2702.6929369943523
78,Glennis,Flintoff,Female,36,1956-10-22,Speech Pathologist,Health,Affluent Customer,N,Yes,13.0,1601 Rutledge Lane,3030,VIC,Australia,7,2699.2497240833704
79,Chanda,Mensler,Female,15,1972-01-14,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,13.0,0 Mockingbird Plaza,2212,NSW,Australia,10,2698.818824307916
80,Katheryn,Kinner,Female,15,1973-11-28,Analyst Programmer,Entertainment,High Net Worth,N,No,6.0,1665 Kenwood Center,2518,NSW,Australia,6,2685.3234254330855
81,Sumner,Carrivick,Male,53,1995-04-09,Desktop Support Technician,Manufacturing,Mass Customer,N,No,15.0,5 4th Center,2097,NSW,Australia,12,2705.9773388180442
82,Valerie,Pickover,Female,34,1965-09-08,Editor,Financial Services,Mass Customer,N,No,9.0,92214 Spenser Road,2756,NSW,Australia,8,2691.560797523083
83,Esther,Rooson,Female,14,1981-02-22,,Financial Services,Mass Customer,N,No,5.0,5186 Main Trail,2046,NSW,Australia,9,2688.093857261564
84,Gardie,Crellim,Male,58,1975-09-12,Biostatistician IV,Manufacturing,High Net Worth,N,No,8.0,564 Forest Dale Avenue,3161,VIC,Australia,12,2702.764795109382
85,Sean,O'Loughlin,Male,48,1961-03-22,Database Administrator III,Manufacturing,High Net Worth,N,Yes,16.0,83 Old Gate Point,2576,NSW,Australia,10,2713.275586656985
86,Pietra,Buckleigh,Female,9,1949-04-29,Engineer III,,High Net Worth,N,No,13.0,387 Dixon Alley,2024,NSW,Australia,10,2685.1496595881877
87,Marysa,Rouchy,Female,8,1999-02-15,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5.0,411 Twin Pines Way,2026,NSW,Australia,9,2682.663730379646
88,Kahaleel,,Male,5,1942-11-01,GIS Technical Architect,,High Net Worth,N,No,13.0,12 Arapahoe Park,2035,NSW,Australia,12,2695.3801979022355
89,Ossie,Midden,Male,49,1950-02-10,Physical Therapy Assistant,Manufacturing,Mass Customer,N,Yes,14.0,4915 Debra Center,2479,NSW,Australia,9,2712.7015865436565
90,Sid,Carlone,Male,24,1971-08-18,Structural Engineer,Health,Affluent Customer,N,No,16.0,76 Sunnyside Avenue,4670,QLD,Australia,2,2701.9200650846437
91,Ludovico,Juster,Male,93,1992-04-19,Environmental Specialist,,Affluent Customer,N,No,15.0,1 Talisman Avenue,2125,NSW,Australia,10,2714.1595209235256
92,Patricia,Everix,Female,34,1978-02-19,Director of Sales,Health,Mass Customer,N,No,19.0,91164 Washington Terrace,2263,NSW,Australia,7,2689.208790069595
93,Andromache,Bonafacino,Female,84,1977-09-01,,Retail,Mass Customer,N,No,11.0,74 Carpenter Street,2015,NSW,Australia,9,2699.632492560157
94,Levy,Abramamov,Male,94,1952-09-21,Teacher,,Affluent Customer,N,Yes,14.0,6776 Anderson Center,4037,QLD,Australia,8,2724.2055994353946
95,Nobe,McAughtry,Male,25,1978-12-14,,,Mass Customer,N,No,12.0,1 Orin Hill,4510,QLD,Australia,5,2701.9106211674407
96,Jehu,Prestedge,Male,91,1999-10-20,,Manufacturing,High Net Worth,N,Yes,8.0,88 Annamark Avenue,2138,NSW,Australia,12,2725.0092737114
97,Symon,Mawne,Male,18,1943-02-08,Human Resources Assistant IV,Property,Mass Customer,N,Yes,15.0,37439 High Crossing Circle,3350,VIC,Australia,4,2702.2835346076286
98,Karlik,Penchen,Male,60,1994-10-31,Nurse Practicioner,Retail,Mass Customer,N,No,11.0,5 Nevada Point,4017,QLD,Australia,6,2711.9254685588276
99,Bengt,Bilson,Male,26,1972-11-02,Structural Engineer,Manufacturing,High Net Worth,N,No,11.0,67 Grayhawk Circle,2232,NSW,Australia,10,2698.6709946825845
100,Evangelin,Boc,Female,30,2000-05-09,Structural Analysis Engineer,Manufacturing,High Net Worth,N,Yes,14.0,0 Meadow Ridge Street,3173,VIC,Australia,8,2695.6958879484273
101,Hanny,Treven,Female,84,1991-01-22,Associate Professor,Retail,Mass Customer,N,No,3.0,5 Quincy Street,4118,QLD,Australia,4,2704.7212404280194
102,Gina,Mallon,Female,56,1994-02-11,Dental Hygienist,Health,Mass Customer,N,No,12.0,13025 Johnson Plaza,4670,QLD,Australia,2,2700.0295855167183
103,Reynold,Elman,Male,19,1940-01-18,Marketing Manager,Manufacturing,Mass Customer,N,No,9.0,966 Sunnyside Center,2390,NSW,Australia,2,2694.570339664475
104,Flossy,Concannon,Female,64,1980-10-20,Staff Accountant IV,Financial Services,Affluent Customer,N,No,8.0,802 Mallory Park,3919,VIC,Australia,2,2697.914078702974
105,Cristen,Wiltshire,Female,59,1961-10-20,VP Sales,Financial Services,High Net Worth,N,Yes,15.0,93 Judy Drive,3047,VIC,Australia,6,2707.0912457618215
106,Griffith,Escot,Male,50,1946-10-23,Accountant III,IT,Mass Customer,N,Yes,16.0,94 Manitowish Court,4116,QLD,Australia,3,2716.923680103555
107,Jamie,Jiruca,Female,21,1963-06-16,Recruiting Manager,Argiculture,Mass Customer,N,No,18.0,5013 Erie Crossing,2230,NSW,Australia,9,2682.408391150564
108,Lyon,Brittan,Male,14,1972-04-23,Sales Representative,Retail,High Net Worth,N,No,19.0,540 Sachs Road,3153,VIC,Australia,8,2691.140392783652
109,Aridatha,Sephton,Female,95,1961-10-22,Human Resources Assistant II,,Mass Customer,N,No,5.0,422 Forster Circle,2340,NSW,Australia,1,2699.4594359358443
110,Michal,Bryan,Female,1,1969-11-09,,Manufacturing,Mass Customer,N,Yes,16.0,4275 Bluestem Pass,4000,QLD,Australia,8,2694.3274627846395
111,Franciska,Stigell,Female,95,1968-11-15,Food Chemist,Health,Mass Customer,N,Yes,7.0,6 Anderson Junction,3802,VIC,Australia,7,2709.9204843392567
112,Jordan,Clampe,Male,37,1939-12-09,Staff Scientist,Financial Services,Mass Customer,N,Yes,11.0,276 Westend Road,4207,QLD,Australia,5,2716.551654645681
113,David,Napoleon,Male,72,1961-11-05,Structural Engineer,,High Net Worth,N,No,14.0,69 Garrison Point,2223,NSW,Australia,11,2707.542464037249
114,Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,N,No,5.0,65 Milwaukee Hill,3280,VIC,Australia,2,2687.7750119089987
115,Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,N,No,18.0,4252 Dovetail Pass,4129,QLD,Australia,6,2694.672957703902
116,Frederik,Milan,Male,45,1997-11-13,,Health,Mass Customer,N,No,5.0,56 Riverside Street,2546,NSW,Australia,5,2699.4646850349077
117,Rollo,Louedey,Male,64,1946-07-09,Information Systems Manager,Telecommunications,Affluent Customer,N,Yes,17.0,7 Cascade Park,2089,NSW,Australia,9,2715.565022026379
118,Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,N,Yes,6.0,29307 Russell Avenue,3094,VIC,Australia,9,2699.8675120920325
119,Roddy,Rubinshtein,Male,37,1987-10-08,Nurse Practicioner,Retail,Mass Customer,N,Yes,4.0,3 Mcguire Crossing,4510,QLD,Australia,7,2714.245292284646
120,Viki,Coutts,Female,2,1952-12-14,Automation Specialist II,Property,Mass Customer,N,Yes,7.0,6 Golf View Alley,2287,NSW,Australia,4,2691.5208394377
121,Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,N,No,4.0,83716 Russell Lane,2145,NSW,Australia,8,2703.917482267748
122,Alexander,Broadbent,Male,57,1997-05-28,Desktop Support Technician,,Mass Customer,N,No,9.0,265 Stephen Trail,2209,NSW,Australia,10,2706.9594632740586
123,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,,High Net Worth,N,No,6.0,2 Charing Cross Trail,2759,NSW,Australia,8,2697.3071410990037
124,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4.0,8350 Moulton Terrace,4500,QLD,Australia,4,2689.367340785051
125,Ludvig,Andren,Male,44,1941-02-22,Media Manager III,,High Net Worth,N,Yes,15.0,578 Waywood Circle,4306,QLD,Australia,5,2712.7100015836386
126,Elsworth,Abbitt,Male,71,1956-02-08,,Health,Mass Customer,N,Yes,6.0,9722 Northport Way,3500,VIC,Australia,3,2715.1163754105623
127,Rebeca,Aggas,Female,66,1953-02-27,Social Worker,Health,Affluent Customer,N,No,21.0,7026 Katie Lane,3818,VIC,Australia,1,2692.5496909309927
128,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9.0,8 Eggendart Pass,2835,NSW,Australia,1,2708.1692814080884
129,Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,N,No,12.0,1 Bluejay Place,4405,QLD,Australia,1,2694.8361672885453
130,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5.0,28970 Monument Lane,2560,NSW,Australia,7,2701.818735275747
131,Aurie,Rhead,Female,78,1962-07-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,235 Mendota Court,2650,NSW,Australia,2,2705.1397115289506
132,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,,Mass Customer,N,Yes,13.0,49309 Redwing Lane,3240,VIC,Australia,7,2711.87987568625
133,Sharline,Abyss,Female,11,1960-03-18,,,Mass Customer,N,Yes,15.0,367 Bay Point,4011,QLD,Australia,4,2697.9601251591725
134,Nowell,Preddy,Male,29,1985-07-23,,Manufacturing,Mass Customer,N,No,9.0,932 Glendale Avenue,2173,NSW,Australia,9,2700.2271192519274
135,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0,492 Waywood Lane,2750,NSW,Australia,8,2696.335159730725
136,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,,Mass Customer,N,No,19.0,12683 Mifflin Point,2114,NSW,Australia,7,2711.7521247678033
137,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4.0,6160 Weeping Birch Hill,4509,QLD,Australia,5,2700.8522862830323
138,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16.0,7 Oakridge Lane,2284,NSW,Australia,4,2709.5051817366784
139,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12.0,0 Dexter Parkway,2380,NSW,Australia,3,2702.4153016842397
140,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3.0,75813 Lawn Lane,3081,VIC,Australia,8,2699.9920366362658
141,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16.0,74613 Northport Park,3765,VIC,Australia,9,2720.0307061118842
142,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15.0,68 Karstens Pass,2176,NSW,Australia,9,2708.9895531250286
143,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,N,Yes,20.0,87254 Hermina Pass,4217,QLD,Australia,8,2710.1384534607164
144,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17.0,801 Atwood Alley,2138,NSW,Australia,9,2710.9109808259104
145,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6.0,2 Morrow Alley,4207,QLD,Australia,1,2688.4591396714814
146,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,N,No,15.0,92934 Mallory Trail,2164,NSW,Australia,9,2693.9262811016597
147,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17.0,90820 Thackeray Street,2218,NSW,Australia,8,2696.1824894730184
148,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16.0,48 Ludington Plaza,2153,NSW,Australia,10,2700.97599578576
149,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19.0,49185 Derek Circle,3977,VIC,Australia,6,2691.2272733016052
150,Bernardine,Delmonti,Female,39,1971-03-31,,Property,Mass Customer,N,No,17.0,0721 Meadow Ridge Pass,2540,NSW,Australia,8,2687.0088409001783
151,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4.0,115 Westridge Road,4570,QLD,Australia,3,2706.2849151849623
152,Denys,Minshall,Female,30,1961-12-26,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14.0,7 Myrtle Lane,2324,NSW,Australia,8,2695.7533767505065
153,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18.0,7795 Memorial Drive,2016,NSW,Australia,11,2719.025108034492
154,Feodor,Englishby,Male,54,1961-08-14,Account Coordinator,Health,Mass Customer,N,No,11.0,24695 Boyd Road,3201,VIC,Australia,5,2698.535733867881
155,Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9.0,95306 John Wall Avenue,4350,QLD,Australia,5,2700.4855502875944
156,Bill,,Female,74,1963-04-24,Human Resources Assistant II,Property,Mass Customer,N,Yes,19.0,6704 Pine View Lane,2170,NSW,Australia,9,2706.730956233469
157,Tessa,Friese,Female,89,1976-10-24,Health Coach II,Financial Services,Mass Customer,N,No,21.0,98158 Alpine Point,4212,QLD,Australia,9,2710.1552587433835
158,Roseanne,Caruth,Female,16,1957-05-25,Programmer Analyst III,Health,Mass Customer,N,No,7.0,33652 Lyons Alley,2763,NSW,Australia,9,2684.6206007855635
159,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,,Mass Customer,N,Yes,6.0,8 Debs Road,3934,VIC,Australia,9,2690.8457481437567
160,Roberto,Harme,Male,27,1951-06-11,Environmental Tech,,High Net Worth,N,No,10.0,101 Starling Pass,2564,NSW,Australia,9,2693.3878946530267
161,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4.0,35151 Bunker Hill Crossing,2068,NSW,Australia,12,2698.7367054278125
162,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10.0,2093 Amoth Pass,3109,VIC,Australia,11,2692.0488521308403
163,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9.0,57343 Eagan Avenue,2326,NSW,Australia,2,2704.4445814520095
164,Fonsie,Levane,Male,96,1951-07-10,Account Representative III,,High Net Worth,N,Yes,19.0,83 Armistice Terrace,4011,QLD,Australia,3,2726.935366817985
