customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,profit
64,Gerek,Yve,Male,73,1978-03-25,Legal Assistant,IT,High Net Worth,N,No,4.0,486 Mariners Cove Plaza,3046,VIC,Australia,7,546.6799999999997
65,Yale,Tanser,Male,21,1976-04-01,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15.0,0322 Dryden Court,3183,VIC,Australia,7,4441.61
66,Anselm,Gawne,Male,46,2002-03-11,Account Executive,Argiculture,High Net Worth,N,No,1.0,9 Bonner Road,2070,New South Wales,Australia,12,3333.86
67,Vernon,,Male,67,1960-06-14,Web Developer II,Retail,Mass Customer,N,No,18.0,07041 Briar Crest Lane,2213,New South Wales,Australia,10,1203.2899999999997
68,Dahlia,Eddoes,Female,37,1974-04-21,Information Systems Manager,,Affluent Customer,N,No,9.0,29466 Hanson Pass,4208,QLD,Australia,6,3842.5599999999995
69,Heidi,Milner,Female,16,1969-06-22,Web Developer II,,Mass Customer,N,No,6.0,0212 Forest Run Trail,2774,New South Wales,Australia,8,5294.75
70,Foster,Vannoort,Male,78,1993-02-27,Paralegal,Financial Services,Affluent Customer,N,No,8.0,33055 Menomonie Parkway,4133,QLD,Australia,8,2736.9
71,Hoyt,Glavias,Male,30,1985-01-27,Research Associate,Argiculture,Affluent Customer,N,Yes,12.0,4763 Merchant Avenue,2756,New South Wales,Australia,8,155.6500000000001
72,Sammy,Cheese,Male,93,1972-02-13,Administrative Officer,Manufacturing,Affluent Customer,N,Yes,16.0,439 Ridgeway Court,4213,QLD,Australia,9,2559.7799999999997
73,Minette,Worters,Female,16,1960-05-27,Teacher,,Affluent Customer,N,Yes,5.0,2 Clyde Gallagher Lane,4170,QLD,Australia,5,2316.51
74,Pansy,Kiddie,Female,94,1969-06-19,,,Mass Customer,N,Yes,6.0,97455 Loeprich Lane,2153,New South Wales,Australia,9,966.5200000000001
75,Dollie,Sealy,Female,28,1978-07-15,VP Product Management,Property,Mass Customer,N,No,19.0,9527 Ridgeway Street,2073,New South Wales,Australia,10,4979.9400000000005
76,Rea,Hasser,Female,20,1978-01-23,Statistician II,Retail,High Net Worth,N,Yes,18.0,7 Jackson Point,3561,VIC,Australia,1,2868.16
77,Shermie,Andrin,Male,79,1989-09-12,Automation Specialist IV,Financial Services,Mass Customer,N,No,7.0,74 Anniversary Junction,2330,New South Wales,Australia,6,1657.5800000000002
78,Arch,Van der Kruis,Male,37,1985-03-12,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8.0,2083 Spaight Court,3977,VIC,Australia,8,82.25999999999999
79,Tybi,Silliman,Female,76,1968-10-02,Account Executive,Manufacturing,Mass Customer,N,No,18.0,2796 Caliangt Circle,2204,New South Wales,Australia,12,2597.46
80,Pablo,Small,Male,11,1978-04-24,Data Coordiator,Entertainment,Mass Customer,N,No,13.0,96061 Ludington Place,2086,New South Wales,Australia,11,5988.86
81,Bee,Blazewicz,Female,58,1986-09-04,,Health,High Net Worth,N,No,13.0,5037 Merchant Crossing,2226,New South Wales,Australia,11,3249.02
82,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,289 Haas Street,2075,New South Wales,Australia,11,2924.37
83,Kerr,Simmell,Male,97,1967-02-26,Internal Auditor,IT,Mass Customer,N,Yes,18.0,4423 Bartelt Parkway,2038,New South Wales,Australia,12,1798.1999999999998
84,Rich,Mathiasen,Male,78,1958-02-07,Accountant III,,Mass Customer,N,Yes,14.0,5 Grim Center,2069,New South Wales,Australia,12,2295.2200000000003
85,Kane,Tixall,Male,1,1958-05-21,Analyst Programmer,,Mass Customer,N,No,8.0,73042 Roth Crossing,2100,New South Wales,Australia,11,563.3699999999999
86,Job,Sleney,Male,75,1989-03-04,Occupational Therapist,Health,High Net Worth,N,Yes,7.0,171 Fordem Junction,2233,New South Wales,Australia,10,2360.09
87,Fields,Langdon,Male,78,1974-04-23,Editor,Financial Services,Mass Customer,N,No,8.0,2640 Manley Point,2166,New South Wales,Australia,9,3740.7599999999998
88,Malynda,Tumber,Female,41,1966-02-03,Help Desk Operator,Property,High Net Worth,N,Yes,7.0,3 Hintze Pass,3133,VIC,Australia,10,2534.3300000000004
89,Benedicto,Hoxey,Male,74,1967-01-22,Speech Pathologist,Health,Mass Customer,N,Yes,14.0,2 Mcbride Road,3070,VIC,Australia,10,5779.65
90,Cary,Garron,Male,76,1984-11-12,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11.0,67234 Transport Hill,2777,New South Wales,Australia,7,2990.73
91,Dylan,Meaker,Male,69,1955-02-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,17.0,72 Dorton Crossing,3133,VIC,Australia,10,5242.410000000001
92,Jodee,Judkins,Female,98,1980-09-11,Recruiting Manager,Health,Mass Customer,N,No,12.0,6 Heffernan Center,2125,New South Wales,Australia,11,2967.4399999999996
93,Gordon,Gowar,Male,63,1976-07-16,Project Manager,Retail,Mass Customer,N,Yes,10.0,6088 Roxbury Hill,2766,New South Wales,Australia,8,2976.4099999999994
94,Wallache,Simchenko,Male,33,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0,105 Shelley Alley,2209,New South Wales,Australia,10,4902.21
95,Nomi,Mallinder,Female,67,1960-12-25,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8.0,079 Merry Park,2160,New South Wales,Australia,9,3050.8099999999995
96,Heath,Olford,Male,33,1968-08-31,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15.0,8722 Summit Alley,2065,New South Wales,Australia,12,1135.25
97,Arne,Corain,Male,16,1979-07-27,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10.0,9554 Artisan Pass,2150,New South Wales,Australia,10,4911.209999999999
98,Allianora,Babalola,Female,19,1956-03-17,Safety Technician IV,Health,Mass Customer,N,No,7.0,55850 Butterfield Road,2168,New South Wales,Australia,9,1930.5600000000002
99,Reggie,Mulliner,Male,97,1998-06-13,VP Accounting,Financial Services,Mass Customer,N,No,3.0,68 Little Fleur Crossing,2046,New South Wales,Australia,12,4557.65
100,Tripp,Steed,Male,80,1968-05-11,General Manager,Financial Services,Mass Customer,N,Yes,4.0,85688 New Castle Crossing,4171,QLD,Australia,10,877.4
101,Goran,Kwietek,Male,83,1975-12-29,Nurse Practicioner,Manufacturing,High Net Worth,N,No,11.0,8611 Loomis Lane,2155,New South Wales,Australia,10,2589.89
102,Langsdon,Tranfield,Male,51,1956-11-27,Quality Control Specialist,Manufacturing,Affluent Customer,N,No,16.0,7909 Pierstorff Crossing,2517,New South Wales,Australia,9,2587.01
103,Ethyl,Runham,Female,49,1997-04-21,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,01 Muir Parkway,2096,New South Wales,Australia,12,913.3199999999999
104,Odille,Panketh,Female,40,1978-06-06,Automation Specialist II,Health,Mass Customer,N,Yes,9.0,0410 Division Junction,2750,New South Wales,Australia,8,3550.26
105,Maribeth,Pristnor,Female,25,2001-09-17,Recruiting Manager,Manufacturing,Mass Customer,N,No,1.0,41 Service Lane,2217,New South Wales,Australia,11,3475.04
106,Glyn,,Male,54,1966-07-03,Software Test Engineer III,Health,High Net Worth,N,Yes,18.0,5 Moose Road,3977,VIC,Australia,8,2513.69
107,Pris,Stallebrass,Female,97,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9.0,7342 Fieldstone Junction,2093,New South Wales,Australia,12,2343.9700000000003
108,Kayle,Mingaud,Female,4,1994-03-14,,,High Net Worth,N,No,3.0,0 David Terrace,3204,VIC,Australia,11,2557.42
109,Cody,Blabey,Male,16,1978-12-11,Marketing Assistant,,Affluent Customer,N,Yes,4.0,15239 Northwestern Point,4300,QLD,Australia,4,4430.66
110,Sascha,St. Quintin,Male,23,2000-07-31,,Financial Services,Affluent Customer,N,No,1.0,60 Oneill Street,2170,New South Wales,Australia,9,2621.55
111,Cele,Evason,Female,65,1993-08-29,Analyst Programmer,,Mass Customer,N,No,2.0,8194 Sachtjen Drive,3844,VIC,Australia,1,3014.53
112,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,0349 Farmco Terrace,2168,New South Wales,Australia,8,5742.1900000000005
113,Gage,Nickless,Male,67,1956-05-06,Staff Scientist,,Mass Customer,N,No,20.0,185 Pennsylvania Way,4226,QLD,Australia,6,2200.48
114,Sunny,Swindells,Female,10,1985-10-23,Teacher,Entertainment,Affluent Customer,N,No,8.0,432 Longview Circle,3192,VIC,Australia,10,2195.2599999999998
115,Alberik,Mereweather,Male,77,1981-12-21,Account Executive,Health,Mass Customer,N,No,18.0,5814 Bunker Hill Street,3070,VIC,Australia,7,3135.87
116,Scottie,Swiffen,Male,49,1999-02-05,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2.0,7 Carberry Crossing,2485,New South Wales,Australia,2,2447.5400000000004
117,Nance,Suttling,Female,75,1982-02-23,Marketing Manager,Manufacturing,Mass Customer,N,No,15.0,53 Talisman Trail,2097,New South Wales,Australia,9,6917.34
118,Prentice,Pearmain,Male,43,1959-11-12,Budget/Accounting Analyst IV,,High Net Worth,N,No,19.0,5 Prairie Rose Road,4817,QLD,Australia,2,3550.1
119,Willey,Chastanet,Male,9,1981-12-04,Associate Professor,,High Net Worth,N,Yes,9.0,84 Florence Parkway,2516,New South Wales,Australia,8,4217.24
120,Sloan,Wagg,Male,80,1978-09-02,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0,739 Elmside Way,3074,VIC,Australia,8,1306.7800000000002
121,Myles,Pauncefort,Male,82,1957-10-02,Graphic Designer,Manufacturing,Mass Customer,N,No,15.0,684 Northport Circle,2213,New South Wales,Australia,10,2892.09
122,Colver,Itter,Male,87,1979-04-19,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0,8 Hagan Hill,4508,QLD,Australia,4,2695.2200000000003
123,Almeta,Kalinsky,Female,85,1988-12-03,Analyst Programmer,Financial Services,High Net Worth,N,No,15.0,0 Pearson Crossing,4405,QLD,Australia,1,3245.75
124,Kath,Cunney,Female,27,1995-05-03,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0,10918 Merry Way,2452,New South Wales,Australia,5,4054.2499999999995
125,Darrelle,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,N,No,16.0,97 Coolidge Trail,2142,New South Wales,Australia,9,3303.88
126,Norman,Cliff,Male,53,1992-10-15,Administrative Officer,Health,Mass Customer,N,Yes,3.0,58 Helena Hill,2205,New South Wales,Australia,7,1096.46
127,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,No,19.0,352 Forster Place,4132,QLD,Australia,3,3993.71
128,Isidro,Cypler,Male,73,1977-07-17,Systems Administrator III,Property,Mass Customer,N,Yes,12.0,12306 Lawn Street,2145,New South Wales,Australia,8,2193.0600000000004
129,Weidar,Silkstone,Male,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,19392 7th Trail,4744,QLD,Australia,1,2753.7499999999995
130,Raddy,Delete,Male,32,1997-07-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,1605 Northfield Junction,2158,New South Wales,Australia,11,1779.58
131,Jana,Renyard,Female,57,1964-10-16,Administrative Officer,Retail,High Net Worth,N,No,8.0,9674 Graceland Junction,3201,VIC,Australia,6,5494.910000000001
132,Celesta,Willavoys,Female,5,1963-07-07,Web Designer I,Manufacturing,Mass Customer,N,Yes,9.0,638 Thackeray Junction,4178,QLD,Australia,3,2780.7200000000003
133,Eldridge,Fiddeman,Male,12,1977-06-13,VP Accounting,Financial Services,Mass Customer,N,Yes,16.0,869 Forster Circle,2112,New South Wales,Australia,10,803.89
134,Merna,McCulloch,Female,34,1997-08-01,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5.0,0 Golden Leaf Crossing,2033,New South Wales,Australia,9,2946.42
135,Rosalia,Sigart,Female,18,1975-01-18,Internal Auditor,IT,Mass Customer,N,No,3.0,215 Lindbergh Trail,4401,QLD,Australia,1,3254.07
136,Mel,Bennet,Male,46,1973-05-26,Senior Developer,Manufacturing,High Net Worth,N,Yes,7.0,829 Washington Crossing,3186,VIC,Australia,9,3543.2
137,Vaughn,Artin,Male,27,1987-11-21,Office Assistant II,Property,High Net Worth,N,No,10.0,585 Loomis Court,2097,New South Wales,Australia,11,1496.4499999999998
138,Onofredo,Franc,Male,5,1985-04-28,Recruiter,Financial Services,Affluent Customer,N,Yes,13.0,68063 Blue Bill Park Center,3058,VIC,Australia,9,3377.12
139,Gar,,Male,1,1964-07-28,Operator,Telecommunications,Affluent Customer,N,No,4.0,15673 Farmco Point,4017,QLD,Australia,6,5161.44
140,Morrie,Flaxon,Male,9,1994-05-20,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2.0,22 Oxford Junction,2315,New South Wales,Australia,3,2699.8999999999996
141,Townsend,Trobe,Male,67,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10.0,7245 Cottonwood Center,2285,New South Wales,Australia,5,2138.3500000000004
142,Bentley,Fortesquieu,Male,57,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17.0,20382 Spohn Alley,2219,New South Wales,Australia,11,3917.34
143,Kendall,Figg,Male,19,1957-09-01,Operator,Argiculture,Mass Customer,N,Yes,11.0,12375 Cambridge Pass,2065,New South Wales,Australia,11,2474.77
144,Jory,Barrabeale,U,71,,Environmental Tech,IT,Mass Customer,N,No,,03 Granby Parkway,3216,VIC,Australia,8,4888.02
145,Filippo,Ferrara,Male,33,1997-07-21,Account Executive,Financial Services,Mass Customer,N,No,4.0,939 Coleman Pass,4509,QLD,Australia,7,3140.3
146,Ricoriki,Matlock,Male,34,1985-04-08,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8.0,69914 Bowman Place,2330,NSW,Australia,7,217.05999999999995
147,Rea,Pattrick,Female,32,1973-12-06,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10.0,34457 Springview Street,2759,NSW,Australia,9,5034.16
148,Jaquith,Maffey,Female,69,1981-05-08,Programmer Analyst III,,Mass Customer,N,Yes,5.0,992 Old Shore Trail,2069,NSW,Australia,12,3268.4
149,Drucy,Kausche,Female,41,1995-01-31,Research Nurse,Health,Mass Customer,N,Yes,1.0,453 Sheridan Street,2747,NSW,Australia,8,2129.3399999999997
150,Bradly,Crosse,Male,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,N,No,17.0,8 Mccormick Crossing,2227,NSW,Australia,8,2446.51
151,Donnie,Brimson,Male,36,1965-01-31,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13.0,63344 Holmberg Crossing,2025,NSW,Australia,10,5665.41
152,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,N,No,16.0,9 Huxley Circle,3191,VIC,Australia,11,1966.88
153,Lorilyn,Walshe,Female,73,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,0 Hazelcrest Road,3025,VIC,Australia,8,5522.51
154,Faydra,Dulieu,Female,90,1958-02-13,Junior Executive,,Mass Customer,N,No,11.0,2 Continental Plaza,2263,NSW,Australia,6,683.6300000000001
155,Orran,Bogges,Male,4,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,N,No,10.0,80 Duke Terrace,2233,NSW,Australia,10,1088.42
156,Shayla,Rimmington,Female,23,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,860 Hintze Lane,2154,NSW,Australia,11,3095.3699999999994
157,Chad,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,3723 Bunker Hill Circle,2065,NSW,Australia,10,381.41999999999996
158,Hamlin,Odams,Male,99,1984-09-03,Internal Auditor,,Affluent Customer,N,No,5.0,5 Corry Court,2119,NSW,Australia,10,4627.35
159,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,N,No,13.0,65105 Sommers Pass,3016,VIC,Australia,10,2935.3700000000003
160,Wake,Durning,Male,5,1964-07-15,Registered Nurse,Health,Mass Customer,N,No,18.0,2054 Sommers Pass,4113,QLD,Australia,4,2614.1600000000003
161,Tadd,Bloss,Male,49,1976-01-21,,,Mass Customer,N,No,16.0,22371 Miller Trail,2032,NSW,Australia,10,459.46000000000015
162,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,N,No,15.0,35807 Oneill Way,4300,QLD,Australia,4,1329.61
163,Kessia,Helder,Female,58,1976-09-06,Librarian,Entertainment,High Net Worth,N,Yes,14.0,75612 Clarendon Junction,4352,QLD,Australia,6,1101.28
164,Aarika,Van Vuuren,Female,55,1999-08-07,Senior Editor,Retail,Affluent Customer,N,Yes,1.0,16 Golf View Center,3020,VIC,Australia,6,786.1400000000001
165,Aldon,Roelofs,Male,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12.0,93 Iowa Junction,2116,NSW,Australia,9,6182.52
