customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,profit
3138,Wait,Pardey,Male,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,13 Basil Lane,2036,NSW,Australia,9,3168.15
2939,Austina,Dugan,Female,38,1986-08-10,GIS Technical Architect,,Mass Customer,N,Yes,17.0,7 Debs Park,4157,QLD,Australia,3,1600.4099999999999
2,Eli,Bockman,Male,81,1980-12-16,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,6 Meadow Vale Court,2153,New South Wales,Australia,10,2226.26
1924,Eolande,Kauscher,Female,94,1965-12-01,VP Product Management,,Mass Customer,N,Yes,14.0,8308 Linden Place,2570,NSW,Australia,9,1761.68
527,Lorilyn,Topaz,Female,81,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9.0,306 Longview Street,2145,NSW,Australia,7,1694.76
1082,Guinevere,Kelby,U,90,,Financial Analyst,Financial Services,Mass Customer,N,Yes,,7258 Mandrake Terrace,3138,VIC,Australia,9,2832.7000000000003
3159,Jesus,MacShirie,Male,16,1967-02-01,,Financial Services,Affluent Customer,N,No,12.0,55152 Delaware Park,2151,NSW,Australia,10,3222.44
896,Idell,Belderson,Female,25,1978-06-10,VP Sales,,Mass Customer,N,No,15.0,13845 Hayes Center,3228,VIC,Australia,8,1669.89
1577,Diannne,Teager,Female,87,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,45314 Pepper Wood Junction,2251,NSW,Australia,6,3677.0
713,Adena,Northedge,Female,34,1994-09-26,Help Desk Technician,,Mass Customer,N,Yes,4.0,37 Banding Avenue,2567,NSW,Australia,9,1891.1000000000001
2892,Paulie,Wolffers,Male,59,1965-05-09,Junior Executive,Manufacturing,Affluent Customer,N,Yes,7.0,2072 Fremont Parkway,3082,VIC,Australia,4,4015.0199999999995
1449,Ashly,Abramamovh,Female,38,1967-08-26,Staff Accountant IV,,High Net Worth,N,No,4.0,58516 Tony Plaza,2567,NSW,Australia,8,4565.33
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,2.0,15393 Cody Lane,2046,NSW,Australia,9,4560.5599999999995
1195,Ally,Folliott,Female,0,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,No,18.0,761 Bellgrove Lane,2541,NSW,Australia,7,3463.8100000000004
2990,Brice,Martinuzzi,Male,65,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,5 Shelley Pass,2763,NSW,Australia,8,2584.6900000000005
3235,Leif,Woolfall,Male,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0,9 Dixon Crossing,3793,VIC,Australia,7,574.6200000000001
1057,Laryssa,Durdle,Female,73,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5.0,22 Sachtjen Avenue,2137,NSW,Australia,12,3130.44
1335,Sibylla,Marlon,Female,57,1997-08-14,,Entertainment,Mass Customer,N,Yes,3.0,8766 Onsgard Plaza,3805,VIC,Australia,8,3332.6499999999996
1578,Andreas,Bazely,Male,60,1978-04-14,,Health,High Net Worth,N,Yes,11.0,85301 John Wall Road,2101,NSW,Australia,11,6165.099999999999
1295,Irving,Murton,Male,66,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0,36072 Lakewood Gardens Court,4051,QLD,Australia,8,1882.9
1584,Susanetta,,Female,93,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,N,No,9.0,7032 Hallows Drive,2126,NSW,Australia,11,1323.66
1728,Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,78 Parkside Trail,3046,VIC,Australia,8,3684.49
2372,Jim,Shoppee,Male,14,1977-09-10,Clinical Specialist,Health,Affluent Customer,N,No,10.0,01 Dunning Drive,2064,NSW,Australia,9,2940.0299999999997
736,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,,High Net Worth,N,No,8.0,12 6th Hill,4810,QLD,Australia,2,4151.860000000001
2507,Alysa,Galilee,Female,77,1986-06-25,Biostatistician III,Health,Affluent Customer,N,Yes,8.0,9 Caliangt Park,2087,NSW,Australia,11,3467.88
880,Neely,Lundon,Female,11,1963-12-31,Internal Auditor,,High Net Worth,N,Yes,10.0,06419 Dayton Junction,3191,VIC,Australia,10,1751.7199999999998
2117,Llywellyn,Christall,Male,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0,464 Bonner Place,3012,VIC,Australia,8,2724.75
1124,Eben,Threader,Male,36,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,9.0,81114 7th Place,4869,QLD,Australia,4,2742.04
1806,Gil,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,N,No,,0724 Oxford Crossing,2146,NSW,Australia,9,4810.500000000001
1807,Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,,High Net Worth,N,Yes,16.0,1 Monterey Terrace,2011,NSW,Australia,12,2514.96
1174,Shellysheldon,Gooderridge,U,9,,Executive Secretary,IT,Mass Customer,N,No,,0005 Independence Drive,2118,NSW,Australia,9,1854.13
3037,Leanora,Isles,Female,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,88537 Erie Court,4211,QLD,Australia,7,1404.96
2796,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,Mass Customer,N,No,9.0,28905 Hallows Avenue,2320,NSW,Australia,5,3816.43
378,Raquela,Yuille,Female,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17.0,99826 Steensland Avenue,2162,NSW,Australia,5,3236.3199999999997
404,Sinclair,Sustins,Male,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0,981 West Way,3133,VIC,Australia,10,4965.7
107,Pris,Stallebrass,Female,97,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9.0,7342 Fieldstone Junction,2093,New South Wales,Australia,12,2343.9700000000003
2552,Allard,Skipton,Male,1,1973-11-02,,Manufacturing,Affluent Customer,N,Yes,17.0,0 Dunning Plaza,2462,NSW,Australia,2,4292.35
2858,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,,Mass Customer,N,Yes,1.0,4623 Anniversary Terrace,2031,NSW,Australia,10,3119.3199999999997
3060,Milton,Gorini,Male,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,9317 Mendota Parkway,3064,VIC,Australia,8,5684.7300000000005
1843,Kennett,Attack,Male,96,1984-09-08,Recruiting Manager,,Mass Customer,N,Yes,4.0,894 Duke Crossing,2665,NSW,Australia,1,2132.3
315,Lisa,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12.0,93 American Ash Avenue,2747,NSW,Australia,8,2200.11
1801,Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0,31 Eastwood Circle,2460,NSW,Australia,3,4098.59
2478,Andreas,Lamke,Male,85,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10.0,1 Trailsway Lane,2145,NSW,Australia,9,2307.2500000000005
2163,Tim,Guilliatt,Male,41,1996-12-25,VP Product Management,,Mass Customer,N,Yes,6.0,9732 Swallow Way,2750,NSW,Australia,8,1721.82
1497,Karole,Grinin,Female,70,1973-11-08,Marketing Assistant,Retail,High Net Worth,N,No,14.0,8 Arizona Way,2233,NSW,Australia,9,3022.9899999999993
295,Lena,Chape,Female,64,1964-12-26,Database Administrator II,,Mass Customer,N,Yes,18.0,95 Almo Junction,2173,NSW,Australia,9,4539.9
2977,Ottilie,Filkov,Female,28,1977-10-16,Community Outreach Specialist,,Affluent Customer,N,No,18.0,9 7th Pass,2760,NSW,Australia,9,1936.24
2049,Jud,Purchon,Male,21,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,5.0,896 Helena Parkway,4551,QLD,Australia,7,2532.7200000000003
2252,Darcey,Annis,U,31,,Teacher,IT,High Net Worth,N,Yes,,29180 American Ash Circle,2560,NSW,Australia,9,1866.8400000000001
800,Quint,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0,15067 Commercial Pass,4006,QLD,Australia,7,3239.48
2898,Tiertza,Hilldrop,Female,81,1965-06-05,VP Sales,,Affluent Customer,N,Yes,5.0,59231 Claremont Place,2170,NSW,Australia,9,2343.0
474,Consolata,Clacson,Female,86,1983-01-15,Geologist IV,Entertainment,Affluent Customer,N,No,18.0,84041 Holy Cross Circle,2142,NSW,Australia,8,1520.73
2641,Vina,Tackell,Female,71,1977-03-22,Software Test Engineer I,,Mass Customer,N,Yes,12.0,78 Shasta Place,2135,NSW,Australia,12,2661.4300000000003
2626,Gerome,Lawrenz,Male,42,1998-10-24,Account Coordinator,Property,Affluent Customer,N,Yes,4.0,78019 Manley Center,2304,NSW,Australia,5,2023.9499999999998
952,Marina,Andresen,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0,14796 Ramsey Street,2069,NSW,Australia,12,3569.98
2485,Ringo,Parkyn,Male,93,1955-07-27,Help Desk Technician,,Mass Customer,N,Yes,12.0,9 Spaight Place,2102,NSW,Australia,9,1698.99
585,Tiphany,Bonnier,Female,66,1978-04-20,Pharmacist,Health,Mass Customer,N,Yes,10.0,01736 Saint Paul Way,2154,NSW,Australia,11,2991.8599999999997
719,Pattin,Weathey,Male,2,1953-12-30,Administrative Officer,Retail,Mass Customer,N,No,14.0,68861 School Hill,2199,NSW,Australia,9,4083.58
1448,Hinze,Bullent,Male,40,1988-08-09,VP Product Management,Property,Mass Customer,N,No,20.0,913 Londonderry Trail,2567,NSW,Australia,8,128.45999999999992
1396,Sinclair,Melonby,Male,20,1987-10-07,Cost Accountant,Financial Services,Mass Customer,N,No,18.0,73506 Cordelia Lane,4217,QLD,Australia,4,7075.58
1922,Ailene,Tomkies,Female,7,1969-11-11,Speech Pathologist,,High Net Worth,N,Yes,5.0,34694 Sugar Place,4740,QLD,Australia,5,1580.86
319,Madelle,Matteris,Female,32,1971-10-11,,Retail,Mass Customer,N,Yes,14.0,82 8th Alley,4210,QLD,Australia,9,3955.91
654,Noelani,Andreuzzi,Female,2,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,N,No,5.0,355 Thackeray Circle,3025,Victoria,Australia,9,1884.8700000000001
2435,Orly,Ceney,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,75 Westerfield Park,4570,QLD,Australia,1,2656.6699999999996
899,Teodora,Lawling,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,95530 Hallows Circle,4110,QLD,Australia,5,1274.48
3167,Vernor,Stedall,Male,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5.0,62 John Wall Lane,2326,NSW,Australia,1,3438.79
2696,Isabelle,Bursnoll,U,42,,Social Worker,Health,Mass Customer,N,Yes,,58 Shelley Crossing,2570,NSW,Australia,8,4142.87
2686,Cully,Takos,Male,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,39746 Eliot Center,2177,NSW,Australia,9,6119.73
658,Donn,Bonnell,Male,38,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8.0,74013 Mesta Terrace,3084,Victoria,Australia,9,2596.17
32,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,N,No,4.0,78 Del Sol Hill,2535,New South Wales,Australia,8,2823.12
1428,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,High Net Worth,N,No,1.0,1617 Beilfuss Street,2759,NSW,Australia,8,5508.8
76,Rea,Hasser,Female,20,1978-01-23,Statistician II,Retail,High Net Worth,N,Yes,18.0,7 Jackson Point,3561,VIC,Australia,1,2868.16
365,Romona,Capitano,Female,98,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15.0,6085 Petterle Circle,3130,VIC,Australia,10,4724.04
2160,Kettie,Cantopher,Female,64,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,15.0,63 School Plaza,2145,NSW,Australia,9,2672.77
2217,Kristofor,Juris,Male,98,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,16.0,48 Laurel Parkway,4017,QLD,Australia,5,3905.42
2631,Antonio,Brewis,Male,4,1995-05-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,2.0,13 Dexter Lane,3279,VIC,Australia,8,866.46
3151,Thorn,Choffin,U,20,,Senior Developer,IT,Affluent Customer,N,Yes,,5323 Chive Avenue,2486,NSW,Australia,7,2916.57
2033,Mar,Philippon,Male,36,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0,6950 Morrow Street,2326,NSW,Australia,3,4458.72
2946,Paige,Bax,Male,14,1990-11-21,,Property,Mass Customer,N,Yes,7.0,984 Hoepker Court,3064,VIC,Australia,6,3823.38
3417,Deedee,Coxall,Female,91,1973-02-18,Social Worker,Health,Mass Customer,N,No,7.0,8 Garrison Trail,2226,NSW,Australia,10,3975.1400000000003
3168,Johan,Dudderidge,Male,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22.0,2346 Dawn Terrace,4655,QLD,Australia,3,5170.51
2441,Loutitia,Pinkie,Female,52,1959-03-29,,Property,High Net Worth,N,Yes,5.0,8147 Dapin Hill,2280,NSW,Australia,8,443.53
1566,Stavros,Goodinson,Male,95,1962-01-03,Executive Secretary,Argiculture,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,1597.2599999999998
3133,Eda,MacCheyne,Female,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,99 Linden Trail,3195,VIC,Australia,8,2323.16
2544,Ellery,Bowra,Male,73,1988-01-31,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,12 Fairfield Parkway,3029,VIC,Australia,7,3044.7999999999997
2525,Hans,Ison,Male,25,1992-10-03,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,3 Park Meadow Drive,3023,VIC,Australia,7,217.51
2812,Molli,Hagergham,Female,16,2001-04-01,Budget/Accounting Analyst IV,,High Net Worth,N,Yes,1.0,515 Warrior Pass,4226,QLD,Australia,9,4558.55
1794,Caro,McKirton,Female,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8.0,93 Lakeland Court,3810,VIC,Australia,6,1788.93
2623,Zackariah,Catteroll,Male,42,1982-07-28,Media Manager III,Property,Mass Customer,N,Yes,15.0,383 Little Fleur Circle,2753,NSW,Australia,7,4136.08
3110,Fabien,Iacapucci,Male,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,7285 Waxwing Pass,2620,NSW,Australia,5,1429.5400000000002
2642,Arabelle,Rentelll,U,36,,VP Accounting,Financial Services,High Net Worth,N,No,,40 Veith Circle,4701,QLD,Australia,1,1915.8700000000001
1628,Hermione,Brereton,U,13,,Assistant Manager,IT,Mass Customer,N,No,,18708 Darwin Park,3977,VIC,Australia,7,2659.5699999999997
1763,Suzie,Ornillos,Female,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,3 Nevada Road,4215,QLD,Australia,3,3434.3799999999997
2933,Ralf,Presidey,Male,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,N,Yes,6.0,572 Spohn Drive,3046,VIC,Australia,8,1241.68
67,Vernon,,Male,67,1960-06-14,Web Developer II,Retail,Mass Customer,N,No,18.0,07041 Briar Crest Lane,2213,New South Wales,Australia,10,1203.2899999999997
979,Kayla,Falkingham,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0,3638 Starling Alley,2027,NSW,Australia,11,3756.9100000000003
92,Jodee,Judkins,Female,98,1980-09-11,Recruiting Manager,Health,Mass Customer,N,No,12.0,6 Heffernan Center,2125,New South Wales,Australia,11,2967.4399999999996
891,Talbot,Andrioni,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,N,Yes,9.0,41821 Sheridan Center,2756,NSW,Australia,9,1998.58
264,Jedd,Spiby,Male,31,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11.0,92 Lyons Place,2752,NSW,Australia,9,198.13999999999996
2065,Silvio,Henrichs,Male,66,1978-03-13,Technical Writer,Retail,Mass Customer,N,Yes,12.0,9 Old Shore Street,4509,QLD,Australia,7,2071.89
735,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,08260 Jay Court,3191,Victoria,Australia,11,3025.3300000000004
3494,Robers,Richen,Male,72,1998-12-24,Account Representative IV,Argiculture,High Net Worth,N,No,1.0,3 Nova Point,3012,VIC,Australia,4,2755.1099999999997
2846,Bryana,Lindell,Female,66,1970-08-15,Nurse,Property,Mass Customer,N,No,14.0,70 Shopko Drive,2487,NSW,Australia,9,986.7099999999999
2590,Roslyn,Tewkesbury.,Female,48,1964-09-22,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,3 Pennsylvania Terrace,2197,NSW,Australia,9,5483.0
1438,Winifred,MacRonald,Female,27,1975-11-01,Social Worker,Health,Mass Customer,N,Yes,14.0,8 Prairie Rose Circle,2745,NSW,Australia,9,6559.709999999999
2218,Madelena,Blincoe,Female,94,1992-05-27,Senior Sales Associate,Health,Affluent Customer,N,No,4.0,9115 Mockingbird Crossing,2145,NSW,Australia,6,2743.56
1172,Smith,Babbs,Male,48,1974-04-12,Recruiter,,Mass Customer,N,Yes,17.0,6541 Dahle Junction,2212,NSW,Australia,9,3329.4700000000003
2848,Callie,Garthshore,Female,42,1967-01-17,Analyst Programmer,Property,Mass Customer,N,Yes,13.0,35 Eastwood Plaza,3163,VIC,Australia,9,3121.17
887,Patrizius,Hardinge,Male,55,1997-11-17,,Manufacturing,High Net Worth,N,No,1.0,91457 Anderson Avenue,3124,VIC,Australia,12,5247.4400000000005
3241,Milt,Erett,Male,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,623 Carberry Way,2145,NSW,Australia,8,3770.63
174,Catie,Tosspell,Female,93,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12.0,8 Dixon Parkway,2783,NSW,Australia,7,7628.24
3364,Trueman,,Male,77,1993-08-19,Engineer IV,Manufacturing,Mass Customer,N,Yes,3.0,2 Roxbury Place,2564,NSW,Australia,8,3473.79
1085,Lucho,Strafen,Male,4,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,8.0,332 Maywood Crossing,3136,VIC,Australia,9,1081.65
2402,Merrielle,Strafen,Female,99,1957-06-07,Cost Accountant,Financial Services,Mass Customer,N,Yes,8.0,645 Thackeray Street,4879,QLD,Australia,6,788.2799999999999
2719,Alleyn,Clear,Male,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,8941 Harbort Point,2148,NSW,Australia,9,1101.08
1407,Tamarah,Sobtka,Female,43,1980-10-04,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,9.0,45 Tony Trail,2259,NSW,Australia,7,3796.5299999999997
2030,Xymenes,Sprull,Male,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15.0,056 Pierstorff Alley,2040,NSW,Australia,11,4622.34
2582,Harv,Pavey,Male,98,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,9106 Thompson Hill,2032,NSW,Australia,8,2912.81
328,Bernice,Kings,Female,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12.0,45793 Nancy Plaza,4226,QLD,Australia,8,2357.8
1192,Hollyanne,McCarter,Female,31,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0,894 Maple Wood Drive,2251,NSW,Australia,10,1397.3799999999997
2237,Julia,Walden,Female,83,1969-06-26,,,Mass Customer,N,Yes,9.0,40062 Steensland Center,3977,VIC,Australia,6,2501.42
1437,Gearalt,Challis,Male,35,1974-09-12,Electrical Engineer,Manufacturing,Affluent Customer,N,No,20.0,53 Steensland Parkway,2773,NSW,Australia,10,2636.2000000000003
1738,Frankie,Seydlitz,Male,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14.0,17 Ohio Drive,4053,QLD,Australia,7,1841.07
2322,Hazlett,Rosenschein,Male,72,1992-05-24,Biostatistician III,Health,Mass Customer,N,Yes,2.0,3 Talisman Court,3204,VIC,Australia,11,2585.1499999999996
1557,Efren,Castanos,Male,64,1975-08-14,Speech Pathologist,Financial Services,Mass Customer,N,No,6.0,61 Donald Crossing,2142,NSW,Australia,9,4795.510000000001
1666,Launce,Lording,Male,73,1977-04-02,Recruiting Manager,,Mass Customer,N,No,14.0,59 Steensland Alley,2018,NSW,Australia,11,1518.85
1968,Frederica,Hughman,Female,31,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1.0,38 Armistice Alley,2018,NSW,Australia,8,1810.0299999999997
3354,Ollie,Restorick,Male,18,1978-03-27,,Manufacturing,Mass Customer,N,Yes,11.0,2170 Schiller Alley,2160,NSW,Australia,9,1860.5600000000002
1020,Natala,Thorndale,Female,29,1975-11-10,,IT,Affluent Customer,N,No,13.0,1128 Golden Leaf Center,3124,VIC,Australia,9,1531.9
2053,Horatius,Dufton,Male,7,1978-05-28,,Financial Services,Affluent Customer,N,Yes,11.0,2807 Northwestern Pass,3182,VIC,Australia,8,4941.179999999999
2728,Imojean,Atyeo,Female,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,5705 Spaight Place,3067,VIC,Australia,9,4054.59
1150,Bernelle,Warwick,Female,64,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0,0103 Bay Junction,2222,NSW,Australia,11,6308.28
2888,Hamel,Crosser,Male,37,1962-05-23,Project Manager,IT,High Net Worth,N,Yes,16.0,4 Ilene Street,2145,NSW,Australia,7,5055.73
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,No,14.0,87140 Mandrake Lane,3124,VIC,Australia,8,1346.38
1706,Slade,Semark,Male,32,1961-08-19,,Financial Services,High Net Worth,N,Yes,10.0,147 Waubesa Point,2094,NSW,Australia,12,4666.64
2410,Eugenia,Verey,Female,75,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0,1369 Wayridge Terrace,3802,VIC,Australia,7,3695.7299999999996
2361,Jeannette,Cerman,Female,55,1954-11-28,Help Desk Operator,,High Net Worth,N,Yes,20.0,743 Stone Corner Parkway,4127,QLD,Australia,6,4178.450000000001
1399,Kaye,Clulow,Female,84,1967-09-08,Staff Scientist,Manufacturing,Mass Customer,N,No,15.0,7530 Sutteridge Hill,3030,VIC,Australia,7,2234.62
837,Derick,Fasler,Male,4,1957-01-11,Internal Auditor,,Mass Customer,N,Yes,13.0,2 Dwight Street,3187,VIC,Australia,11,1335.81
3205,Egan,Flockhart,Male,35,1959-04-20,Account Executive,,Mass Customer,N,No,20.0,182 Homewood Plaza,4053,QLD,Australia,7,2261.79
2968,Lek,Viel,Male,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,N,No,16.0,2126 Debra Point,2127,NSW,Australia,9,1644.27
2158,Caesar,Begbie,Male,11,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6.0,79291 3rd Circle,2760,NSW,Australia,8,1650.6099999999997
716,Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,N,No,11.0,78 Glacier Hill Drive,2026,NSW,Australia,10,3777.5299999999997
2976,Lindsay,Beausang,Male,16,1964-08-07,Tax Accountant,Health,Mass Customer,N,Yes,8.0,6136 Farragut Plaza,3181,VIC,Australia,6,3521.6300000000006
1353,Phebe,Dockwra,Female,1,1980-03-31,Clinical Specialist,Health,Mass Customer,N,Yes,11.0,43811 Golf View Road,3380,VIC,Australia,1,3363.87
2420,Celie,Guyers,Female,10,1976-08-26,Staff Scientist,Financial Services,High Net Worth,N,No,16.0,9 Northwestern Pass,4879,QLD,Australia,6,1749.57
